153,5,0
19,3,0
1,2,0
127,4,0
150,4,1
121,2,0
136,7,0
95,3,0
66,3,0
136,4,0
114,5,0
39,0,0
87,4,0
20,6,0
119,2,0
84,3,0
1,4,2
131,4,0
61,5,0
88,4,0
156,2,1
8,3,0
42,5,0
98,7,0
131,0,0
68,2,0
139,6,0
82,3,0
60,5,0
114,3,1
82,4,0
108,3,0
16,2,0
61,10,2
159,7,0
142,5,0
118,3,0
152,7,1
77,1,2
130,4,2
55,4,0
83,3,0
34,3,0
122,3,2
144,3,0
112,2,0
84,4,1
49,2,0
85,3,2
27,4,0
154,5,0
10,3,1
156,7,0
54,4,0
116,4,2
24,0,0
75,6,0
11,4,0
147,2,0
99,8,0
152,2,0
117,4,0
138,5,0
83,4,0
102,3,0
64,1,0
125,2,0
71,3,0
97,8,0
32,2,1
31,4,1
134,6,0
126,2,0
52,1,2
23,2,1
105,3,1
136,6,0
36,9,0
156,6,0
106,1,0
5,5,0
102,2,0
101,1,0
82,1,0
86,6,0
96,1,0
2,3,1
156,5,0
21,6,0
73,0,0
65,5,0
73,7,0
6,4,2
116,5,2
97,1,0
38,2,0
81,9,0
123,3,0
112,1,0
31,6,0
90,4,2
79,2,1
95,8,0
113,3,0
20,2,0
75,4,0
154,0,0
117,0,2
137,0,0
91,0,0
42,4,0
141,1,0
102,8,1
39,4,2
27,0,0
22,4,0
104,3,1
80,5,0
31,1,0
28,5,0
120,5,0
93,5,2
67,1,0
37,0,1
97,9,0
45,7,0
135,1,1
24,3,0
77,6,0
11,2,1
79,6,2
153,10,0
73,9,0
95,0,0
120,4,0
17,1,0
94,1,0
115,3,0
21,5,0
20,3,0
136,2,0
114,7,0
113,5,0
57,3,0
125,3,0
139,5,0
109,2,0
39,7,0
4,3,2
80,6,0
51,4,0
119,11,0
61,11,0
51,2,0
50,8,0
69,3,0
14,3,0
17,0,0
69,0,0
144,9,0
4,4,0
56,9,0
32,4,0
42,8,0
14,2,1
68,4,1
99,6,0
106,3,0
84,0,0
3,1,1
11,0,0
8,0,0
142,8,0
110,2,2
158,6,0
71,4,2
148,5,0
64,4,0
77,4,0
137,4,0
75,7,0
12,3,0
70,3,1
160,1,0
28,10,0
140,4,2
71,9,0
89,6,0
13,2,0
147,1,0
63,0,0
27,1,0
103,4,2
124,1,0
135,5,0
58,2,0
160,2,0
140,2,0
30,2,0
144,8,0
15,4,0
85,0,0
156,10,0
36,6,0
141,4,2
16,5,0
49,1,0
110,3,0
156,1,0
33,4,0
90,2,0
134,4,1
53,3,0
97,3,0
153,8,2
154,9,2
147,7,0
142,3,0
133,6,0
47,4,0
108,2,0
152,5,0
148,2,1
115,5,2
155,1,0
36,1,0
124,3,0
40,1,0
122,6,0
111,9,0
16,3,0
102,10,2
56,11,0
156,11,0
74,2,0
67,0,0
113,0,0
87,5,0
26,7,0
59,2,0
7,2,1
21,9,2
130,3,1
23,4,0
152,3,0
124,2,2
133,0,0
137,1,0
55,2,1
14,4,0
10,4,0
49,9,2
77,5,2
72,1,0
84,1,0
61,3,0
85,4,0
160,5,0
144,2,1
99,7,0
147,5,0
45,8,0
17,3,0
51,3,0
44,0,0
37,4,2
133,5,0
49,7,0
18,3,0
121,3,0
6,2,0
87,7,0
17,4,0
154,2,0
141,3,0
109,1,0
120,3,2
82,5,0
86,4,0
10,5,0
5,2,0
21,2,0
101,4,0
45,5,0
41,6,0
65,0,0
42,9,0
52,3,0
42,11,0
133,1,1
69,4,1
78,3,2
87,11,0
101,5,1
7,6,0
18,2,0
42,10,0
149,2,0
79,4,0
83,5,0
60,3,0
62,4,0
144,4,0
106,5,0
10,9,0
103,2,0
16,7,0
139,8,1
53,7,1
63,6,0
39,8,0
124,4,0
145,2,0
122,2,0
59,1,0
87,2,0
22,8,1
146,3,2
16,4,1
3,3,0
17,2,0
73,6,0
75,1,0
152,0,0
90,0,0
119,1,0
12,4,0
77,0,1
102,5,0
13,6,0
61,9,2
54,2,0
36,5,0
44,3,0
85,2,0
98,4,0
118,0,0
14,6,0
91,4,1
143,1,1
147,4,1
13,5,0
158,1,0
138,4,0
126,7,2
77,3,0
98,8,0
52,2,0
122,5,0
144,1,1
47,3,2
22,2,0
23,5,0
154,4,0
28,6,0
142,9,0
79,7,0
50,9,0
64,3,0
138,3,1
8,6,0
117,2,0
26,2,0
22,9,1
124,9,0
131,5,0
121,9,2
40,0,0
70,2,0
37,1,0
124,6,0
15,0,1
119,9,0
107,2,1
157,4,0
88,1,0
149,6,0
80,1,0
79,3,0
42,6,0
74,7,0
124,10,0
57,8,0
113,2,1
131,3,0
106,8,1
119,7,0
119,4,1
8,4,0
49,3,0
85,5,0
156,3,0
45,2,0
45,6,0
137,2,1
29,5,0
95,5,0
151,5,0
49,8,1
41,3,0
39,1,1
78,5,0
130,2,0
121,6,1
154,8,0
54,3,0
34,4,0
103,0,1
67,6,0
71,8,0
134,1,0
27,3,0
3,2,0
56,8,0
87,10,0
66,1,1
109,4,0
36,4,0
53,6,0
46,3,0
0,2,0
34,2,0
145,4,0
39,6,0
65,2,2
97,2,1
158,3,2
41,2,0
103,3,0
73,2,1
81,0,1
143,4,0
8,5,0
146,1,0
89,4,0
110,4,0
47,2,1
63,2,1
80,3,0
100,4,0
19,5,0
19,1,0
93,6,0
93,3,0
63,3,1
128,2,0
25,1,1
52,4,0
135,4,0
85,1,0
29,4,0
38,6,0
35,3,2
19,0,1
11,3,1
65,4,0
95,11,0
134,5,2
25,3,0
145,3,0
154,1,0
87,0,0
58,1,0
43,1,0
95,7,1
30,3,1
13,4,0
148,1,1
129,5,2
78,4,0
117,3,0
157,3,2
0,4,0
126,6,0
72,3,1
121,7,0
15,2,0
145,1,0
4,2,1
53,1,0
41,1,0
56,6,0
61,8,0
86,2,1
129,3,0
135,3,0
72,2,0
82,0,1
92,4,0
33,3,1
90,5,2
125,9,1
85,6,1
156,0,0
150,3,2
16,8,0
9,2,1
71,5,0
81,4,0
129,4,1
28,7,0
63,4,0
75,5,0
63,1,0
129,2,0
81,3,0
50,2,0
50,6,0
144,11,0
22,7,0
43,3,0
66,5,0
122,7,0
21,3,0
39,3,1
133,3,0
133,4,0
12,5,0
71,2,1
106,9,0
128,6,0
65,3,0
107,4,0
48,5,0
146,2,1
98,9,0
29,6,0
14,5,0
42,12,0
38,5,0
157,2,1
10,0,0
10,7,0
97,5,0
36,7,0
57,10,1
112,5,1
10,6,0
87,12,0
109,3,0
23,3,2
96,2,0
59,5,1
61,4,0
74,6,0
73,3,0
114,9,0
56,7,0
24,4,0
55,3,0
68,1,0
114,4,2
59,3,0
19,2,0
101,3,0
101,6,2
110,0,1
128,1,1
56,10,0
103,9,0
29,3,0
98,1,0
151,1,1
153,6,1
82,7,0
2,4,2
147,3,0
11,5,0
144,10,0
6,1,0
126,5,0
122,1,0
49,6,0
123,1,0
5,4,2
89,2,0
0,5,2
106,6,0
152,6,0
160,4,0
79,5,0
144,5,2
115,4,0
111,7,0
131,1,0
136,3,0
132,2,0
24,5,2
159,6,0
74,8,2
159,9,1
